title,text,label
"China appoints Li Qiang, a trusted ally of Xi Jinping, as premier","China's rubber-stamp legislature has appointed Li Qiang, a long-time aide of leader Xi Jinping, as premier, the man tasked with reviving the world's second-largest economy after three years of zero-Covid restrictions. The National People's Congress endorsed Li in a largely ceremonial vote at the Great Hall of the People in Beijing on Saturday morning. Li got 2,936 votes, with three votes cast against him and eight abstained. Li, 63, is one of the most trusted prot g's of Xi, the country's most powerful leader in decades. He will replace outgoing Premier Li Keqiang, who had been Xi's second in command since 2013. Traditionally, the premiership is an influential role in charge of the economy, although over the past decade, its power has been eroded by Xi, who has taken almost all decision-making into his own hands. Even so, much of the new premier's efforts are likely to be concentrated on trying to turn around the fortunes of the Chinese economy, which recently set a GDP growth target for this year of about 5% the lowest in decades. Chinese Premier Li Keqiang delivers his state of the nation address during the opening session of China's National People's Congress (NPC) at the Great Hall of the People in Beijing, Sunday, March 5, 2023. China sets lowest GDP growth target in decades as Beijing tightens its belt. That will be no easy task: China is in the midst of a historic downturn for the all-important housing market, consumer spending is sluggish, and unemployment remains high among the youth. And local governments are saddled by debt.",0
Xi Jinping hits out at US as he urges China's private firms to fight alongside Communist Party,"China's leader Xi Jinping hit out at the United States with unusually direct comments as he called on the country's private companies to fight alongside the Communist Party at a time of mounting challenges at home and abroad. [In the past five years,] Western countries led by the United States have contained and suppressed us in an all-round way, which has brought unprecedented severe challenges to our development, Xi told a group of government advisers representing private businesses during an annual legislative meeting in Beijing on Monday. China's top leader usually avoids directly attacking the US in public even as relations between Beijing and Washington have deteriorated sharply in recent years. He generally refers only to Western countries or some developed nations when making critical comments about Washington. Speaking to business delegates from a top political advisory body, Xi expressed concerns about external and economic challenges facing the country, while urging Chinese people to unite as one. In the coming period, the risks and challenges we face will only increase and become more severe. Only when all of the people think in one place, work hard in one place can we continue to win new battles, he said, according to a readout published by state-run Xinhua news agency. We are in the same boat. ",0
"Biden meets Li Qiang, says China economic 'crisis' makes Taiwan invasion less likely","U.S. President Joe Biden said on Sunday he held his highest level talks with Chinese leadership in months, adding that Beijing's economic wobbles would not lead it to invade Taiwan. Biden said he met with Chinese President Xi Jinping's No.2, Chinese Premier Li Qiang, at the annual G20 summit in New Delhi. The talks were the highest level meeting between the two powers in nearly 10 months since Biden and Xi spoke at last year's G20 in Indonesia. Li, who took became premier in March, attended the gathering of world leaders in place of Xi. The two leaders were not expected to hold talks at the G20 but unscripted encounters at summits are common. ",0
"Xi to skip G20 summit in India, China to send Li instead","Premier Li Qiang will lead China's delegation at a G20 summit in New Delhi this weekend, China's foreign ministry said on Monday, indicating President Xi Jinping would not attend and scuppering chances of a meeting with U.S. President Joe Biden there. The Sept. 9-10 summit had been seen as a venue for a possible meeting between Xi and Biden, who has confirmed his attendance in New Delhi, following months of efforts by the two powers to stabilise ties frayed by trade and geopolitical tensions. ""The G20 is the main forum for international economic cooperation and China has always placed great importance on and proactively taken part in such events,"" Chinese foreign ministry spokesperson Mao Ning told a press conference, when asked by a reporter why China's ""leader"" would not attend. Mao declined to directly confirm that Li's attendance meant that Xi would not go, although she did not correct reporters who made that assertion. Reuters reported exclusively last month that Xi was likely to skip the meeting and send Li. ",0
Beijing accuses Japan of hyping China threat,"China's foreign ministry on Friday accused Japan of exaggerating a perceived threat from Beijing as an excuse to boost its own military might, after Japanese Prime Minister Fumio Kishida warned the invasion of Ukraine could be replicated in East Asia. Speaking at a regular briefing in Beijing, foreign ministry spokesman Zhao Lijian also said that if Japan really wanted peace and stability in East Asia, it should immediately stop provoking confrontation between big powers.",0
Chinese buyout baron's dissent challenges Beijing,"A loyal Chinese capitalist has turned against the country's Covid-19 policy. Buyout baron Shan Weijian, ordinarily a public supporter of President Xi Jinping's tough policies, broke ranks over draconian lockdowns. In a private meeting, he painted a dire picture of economic and political instability in ways that may jeopardise the initial public offering of his private equity firm, PAG. Making an example of him could backfire, though. Omicron-variant containment measures in cosmopolitan Shanghai have rattled the country's elite read more . The griping is getting louder. Wang Sicong, son of billionaire Wang Jianlin, had his Weibo account shut down after he questioned the government's endorsement of traditional medicines to treat the virus. Wang is just a rich kid, but Shan is a symbol of China's reform success. Caught up in Mao's Cultural Revolution, he was sent to farm China's Gobi Desert, but managed to make his way to the United States, studying under now-U.S. Treasury Secretary Janet Yellen and landing jobs at the World Bank and JPMorgan. PAG manages some $50 billion and has invested in a slew of successful companies. ",0
Olympics-Tibetans march on IOC headquarters to protest Beijing Games,"Several hundred Tibetan and Uyghur activists marched on the International Olympic Committee (IOC) on Thursday, a day before Beijing 2022 opens, accusing the Swiss-based organisation of complicity in atrocities committed against ethnic minorities in China. Hours earlier, Chinese President Xi Jinping said that the Beijing Olympics would be streamlined, safe and splendid, even as IOC President Thomas Bach decried boycott ghosts rearing their ugly heads again over human rights concerns. The United States, Britain and some other allied countries have staged diplomatic boycotts of the Games over those concerns. Today here we are gathered, Tibetans from at least eight different countries in Europe, in front of the IOC building to protest against IOC awarding the Winter Olympics 2022 to the Beijing government, Karma Choekyi, head of the Tibetan Community of Switzerland and Liechtenstein, told Reuters. She said more than 150 Tibetans had self-immolated after the 2008 Beijing Summer Games because of much repression in Tibetî. So to award yet again the Winter Olympics 2022 to Beijing means the IOC has not taken (account) of gross human rights violations by the Chinese regime on the people of Tibet, east Turkistan (Xinjiang), southern Mongolia and even the fragile democracy in Hong Kong, she said. The marchers - many wrapped in the red, yellow and blue flag of Tibet and dressed in traditional robes - chanted and played drums, holding a minute of silence for their martrys before starting a peace march along Lake Geneva. ",0
"China appears to have suspended spy balloon program after February shootdown, US intel believes","China appears to have suspended its surveillance balloon program following a major diplomatic incident earlier this year, when one of the country's high-altitude spy balloons transited the United States, multiple sources familiar with US intelligence assessments told CNN. US officials believe that Chinese leaders have made a deliberate decision not to launch additional balloons since the one over the US was shot down by American fighter jets in February, the sources said. The US has not observed any new launches since the episode occurred. The apparent suspension of the program comes as both the US and China have sought to stabilize an increasingly tense relationship. Asked for comment on the balloon program, Chinese embassy spokesperson Liu Pengyu told CNN that the February episode was unexpected and isolated. Since the incident happened, China has stated repeatedly that the balloon is found to be an unmanned civilian airship used for meteorological and other research purposes, and that its accidental entry into US airspace is entirely an unexpected, isolated incident caused by force majeure, Liu said. The facts are clear and shall not be distorted or misrepresented. We hope relevant parties can stop hyping up on this. ",0
Biden compares China's Xi Jinping to dictators even as Washington and Beijing work to thaw relations,"President Joe Biden compared Chinese President Xi Jinping to dictators during a political fundraiser in California Tuesday night, delivering the unscripted remarks roughly a day after US Secretary of State Antony Blinken said his recent trip had yielded progress in repairing the fractured relationship between Washington and Beijing. The reason why Xi Jinping got very upset in terms of when I shot that balloon down with two boxcars full of spy equipment in it is he didn t know it was there. No, I m serious. That's what's a great embarrassment for dictators, when they didn t know what happened, Biden told attendees at the fundraiser in the Bay Area, referring to the Chinese spy balloon that the US shot down earlier this year. The president's apparently off-message remarks come amid a particularly tense time in US-China relations. Washington's top diplomat said Monday that the US and China had made progress toward bringing relations back on track with both sides agreeing on the need to stabilize their bilateral relationship. China quickly slammed Biden's remarks, with Chinese Foreign Ministry spokesperson Mao Ning calling them an open political provocation on Wednesday and extremely absurd and irresponsible. The remarks seriously contradict basic facts, seriously violate diplomatic etiquette, and seriously infringe on China's political dignity, Mao said. ",0
Cartoon elves and scrolls visualize Chinese military's goal of Taiwan reunification ,"China's military released an animation on Sunday depicting the journey to reunite two halves of a torn scroll across the Taiwan Strait, a thinly veiled reference to the country's longstanding goal of reunification with the democratic, self-ruled island. The animation was released by the Eastern Theater Command of the People's Liberation Army (PLA) to mark National Day, the anniversary of the founding of the People's Republic of China, and is the latest short film to capitalize on nationalist sentiment over historic Chinese treasures held overseas. China's ruling Communist Party claims Taiwan, home to 24 million residents, as its territory despite never having controlled it. It has long vowed to reunify Taiwan with the Chinese mainland, by force if necessary. At the very center of that threat sits the Eastern Theater Command, the wing of China's enormous military force that handles operations in the Taiwan Strait, and which routinely conducts military exercises including simulated precision attacks on the island. ",0
Top Chinese university scraps English tests in move cheered by nationalists,"A top university in northwest China has scrapped English tests as a prerequisite for graduation, rekindling a heated debate about the role of the world's lingua franca in the country's education system after years of rising nationalist sentiment under leader Xi Jinping. In a notice Wednesday, the Xi an Jiaotong University in the capital city of Shaanxi province said students will no longer need to pass a nationwide standardized English test nor any other English exams to be able to graduate with bachelor's degrees.vThe announcement caused a stir on social media, with many praising the decision and calling for more universities to do the same.v Very good. I hope other universities will follow suit. It's ridiculous that Chinese people's academic degrees need to be validated by a foreign language (test), said a comment with more than 24,000 likes on microblogging site Weibo, where a related hashtag attracted more than 350 million views Thursday. Passing the College English Test, a national standardized exam first held in 1987, has been a graduation requirement at the majority of Chinese universities for decades although the government has never made it an official policy. The common practice underlined the importance Chinese universities placed on English the world's predominant academic and scientific language especially when the once-insular and impoverished country was opening up and eager to catch up with the developed world after the turbulence of the Mao Zedong era. But in recent years, some universities have downgraded the importance of English, either by replacing the national College English Test with their own exams or as in the case of the Xi an Jiaotong University dropping English qualifications altogether as a graduation criteria. ",0
Taiwan urges China to stop continuous military harassment ,"Taiwan's defence ministry has called on China to stop its military harassment of the self-ruled island after detecting more than 100 Chinese military aircraft in the latest of a series of military manoeuvres designed to assert Beijing's claim to sovereignty. The ministry said that since Sunday, it has spotted 103 Chinese military aircraft, including fighter jets, over the sea, a number it called a recent highî. It also said it detected nine navy ships. Its map of Chinese activities over the past 24 hours showed 40 of the planes crossing the median line of the Taiwan Strait, which had served as an unofficial barrier between the two sides until China began regularly crossing it a year ago. Other aircraft flew south of Taiwan through the Bashi Channel, which separates the island from the Philippines. Beijing claims democratically governed Taiwan as its own territory and has not ruled out the use of force to achieve its goal. China's activities over the past day posed serious challenges to security in the strait and regionally, the ministry said in an accompanying statement. ",0
Why are China's workers studying Xi Jinping Thought ?,"China's workers have long been known for putting in long days at the office, but they now face a new set of responsibilities: studying the writings of President Xi Jinping. Since Beijing launched a new propaganda drive earlier this year, Xi Jinping Thought is reportedly becoming a common topic of discussion among employees at state-owned companies and private businesses, including foreign firms. ",0
Xi Jinping calls for protection of hard-won stability in Xinjiang visit,"Chinese president visited far western region, where the UN has accused China of possible crimes against humanity , for first time in a year. Chinese President Xi Jinping has made a rare visit to Xinjiang, calling on officials to conserve hard-won social stability in a region where Beijing is accused of abuses that the United Nations has said could amount to crimes against humanityî. The Chinese government has pursued a years-long campaign against what it describes as terrorism and extremism in the northwestern region, detaining large numbers of Uighurs and other mostly Muslim ethnic minorities. A UN report last September found China's actions in Xinjiang may constitute crimes against humanity and called on Beijing to immediately release all individuals arbitrarily deprived of their libertyî, clarify the whereabouts of those whose families have been unable to locate them and undertake a full review of its laws on domestic security as well as repeal all discriminatory laws. The government of the United States as well as parliaments in the United Kingdom, Canada and France have since labelled China's treatment of the Uighurs as a genocideî. Beijing denies the allegations. State broadcaster CCTV said Xi travelled to the regional capital Urumqi on Saturday, listened to a government work report and delivered a speech affirming the achievements made in various tasks in Xinjiangî. It was his first publicly-known visit to Xinjiang since July 2022, shortly before the UN issued its report. That was his first visit to the area in eight years. Xi stressed that top priority must always be given to maintaining social stability and we must use stability to guarantee developmentî, CCTV reported. ",0
"US takes aim at China companies, executives over fentanyl supply chain","US authorities have brought charges and sanctions against Chinese companies and executives they claim supply chemicals used to produce fentanyl. The United States has imposed sanctions and launched indictments against dozens of Chinese companies and individuals it claims are involved in the illegal trade of the highly-addictive drug fentanyl. The charges and sanctions, brought by the US Attorney's Offices in Florida and the federal Treasury Department on Tuesday, were strongly condemned by China. US officials described their actions, which include charges against Chinese companies and executives accused of advertising, manufacturing and distributing precursor chemicals for synthetic opioids such as fentanyl, as the latest effort in their fight against the deadliest overdose crisis in US history. We are here today to deliver a message on behalf of the United States government. We know who is responsible for poisoning the American people with fentanyl, US Attorney General Merrick Garland told reporters. We know that this global fentanyl supply chain, which ends with the deaths of Americans, often starts with chemical companies in China, he said. Prosecutors accused some of the Chinese chemical manufacturing companies of using fake labels and other mechanisms when shipping the illegal substances to the US to avoid detection. Other shipments went to Mexico's powerful Sinaloa drug cartel, prosecutors said. Liu Pengyu, a spokesperson for China's embassy in Washington, DC, said the Chinese government took a firm stance on counter-narcotics and accused the US of scapegoating China and undermining China-US anti-drug cooperation. ",0
"Fears China closing in on itself amid crackdowns, rising nationalism","From new laws on espionage and public security to fewer foreign films and arguments on clothing, is China turning away from the world? When 29-year-old accountant Cai Yutong pulled out her iPhone 13 at a Starbucks on the outskirts of Shanghai, her colleague sitting opposite her moved closer. You know, they are launching a new Huawei phone, right? she asked, according to Cai who recounted the episode to Al Jazeera. Huawei is a giant of China's telecommunication and consumer electronics industry and a major producer of smartphones. Before Cai could answer the question, her colleague had pulled out a Huawei mobile from her bag. I think to fully support China against America, we all need to switch to Huawei as soon as we can, she said and gestured towards Cai's iPhone, before taking a sip of her Starbucks coffee. Her nationalism didn t reach as far as the American coffee in her other hand, Cai told Al Jazeera a few days after. Starbucks was founded in the northwestern United States city of Seattle. Cai sees the incident as symptomatic of a new consumer nationalism among Chinese citizens, eager to champion domestic giants over foreign rivals. Huawei and Apple recently launched new models to their smartphone collections within a few days of each other. The new Huawei smartphone contains domestically produced advanced microchips and is a source of techno-nationalist pride in China. And while thousands of Chinese consumers still queued up outside Apple stores on the morning of September 22 to be among the first to buy the iPhone 15, the California-based tech giant has found itself increasingly targeted in a reflection of the simmering rivalry between the US and China. ",0
"Moving Backward : In Xi's China, Some See an Era of Total Control","A decade ago, many prominent Chinese hoped that Xi Jinping would usher in openness and reform. Today, some of them believe he has created a totalitarian state. As Xi Jinping was preparing to take the helm of the Chinese Communist Party a decade ago, a great number of China's political, business and intellectual elites were hopeful that he would make their country more open, just and prosperous. They included a professor at the party's top academy who helped train thousands of high-ranking cadres. An economist who would win China's top economics prize for 2012. A young historian planning to teach a class about contemporary Chinese history, including sensitive periods like the Cultural Revolution. Mr. Xi's speech at the opening of the 20th party congress on Sunday made it clearer than ever that China is moving in the opposite direction from liberalization. Obsessed with national security, he is more focused on quashing all ideological and geopolitical challenges than on reform and opening up, the policies that brought China out of poverty. He used the term new era 39 times in his speech, boasting of the party's achievements under his leadership. But for some Chinese, it has been a dark era a shift away from a system that, while authoritarian, tolerated private enterprise and some diversity in public opinion to one that now espouses a single ideology and a single leader. The former professor at the Central Party School, Cai Xia, urged the United States and the world to see China as she sees it: as a totalitarian state that rules with terror and ideology, referring to a well-known political theory. It's been an era of moving backward, she said after watching Mr. Xi's speech. It was a decade that was marked by economic retrogression and ideological struggles.îMs. Cai has been expelled from the party for such criticism. The historian, Sun Peidong, can no longer teach or publish freely. Xu Chenggang, the economist, is disappointed that the party again controls everything, including the private sector. All three are living in the United States. They all believe that China, with its vast surveillance systems and punitive social control, now resembles Stalin's Soviet Union and Mao's China. In their view, even Russia and Iran have more space for dissent. It's a view whispered at dinner tables and in chat groups. One online nickname refers to China as the North Korea to the west. ",0
China expels former Bank of China chairman from Communist Party,"China's ruling Communist Party has expelled the former chairman of the state-owned Bank of China from the party, accusing him of illegal activities and taking bribes, the top anti-graft watchdog said on Saturday. Liu Liange was accused of illegally granting loans and causing significant financial risks, the Central Commission for Discipline Inspection (CCDI) said in a statement on its website. He also brought prohibited publications into the country and illegally took bribes and accepted entertainment at private clubs and ski resorts, said the commission, which is responsible for tackling corruption in the 97 million-member party. Reuters was not immediately able to contact Liu to seek comment. Liu, born in 1961, had been working in banking and finance institutions, including in the central People's Bank of China and the Export-Import Bank of China, before he was promoted to become chairman of the Bank of China in 2019. Liu resigned from that position in mid-March this year. Two weeks later, state media reported that the CCDI had opened an investigation into him on suspicion of serious violations of party discipline and laws. Fighting corruption to advance the party's ""self-revolution"" has been a signature policy of President Xi Jinping since he became supreme leader in 2012. Xi's campaign against corruption is popular among a public fed up with widespread graft. It has also helped him consolidate power by replacing rivals with loyalists, analysts have said.",0
China censored this photo of two athletes. Was it for a perceived Tiananmen massacre reference?,"China appears to have censored a photograph of two Chinese hurdlers embracing after a race because their lane numbers formed an accidental reference to the Tiananmen massacre in 1989. The image captures Lin Yuwei, from lane 6, and Wu Yanni, in lane 4, hugging following the women's 100-meter hurdles final at the Asian Games in Hangzhou. As they stood together, stickers showing their lane numbers formed 6 4î, a pairing widely seen as a reference to June 4, 1989. That day Chinese military tanks rolled into the capital Beijing during a bloody crackdown to clear students protesting for democracy in Tiananmen Square. Beijing tightly controls references to the event, scrubbing all mention of it from the internet within China, and moving quickly to erase any reference to it on social media, including even seemingly innocuous moments when the numbers 6,4 and 89 appear together and are entirely unrelated to Tiananmen. The race took place on October 1, China's National Day, a delicate occasion when the authorities are more vigilant against any signs of dissent that may distract from celebrations. State broadcaster CCTV originally posted the photograph on Weibo, China's Twitter-like social media service, on Sunday night, but removed it from its account about an hour later, CNN has found. A search on Weibo Thursday no longer yielded results of the same image, though scattered postings of another photograph showing the two athletes crossing a hurdle with their lane numbers on display though in an less conspicuous manner can still be found. The photograph cannot be found on Baidu, China's popular search engine, and Google services are blocked in the country. The image can be seen in an article published Monday by state news agency Xinhua but the numbers have been cropped out of the photo. CNN has reached out to Weibo, Baidu, CCTV and the Propaganda Department of the Chinese Communist Party for comment. China imposes stringent censorship not just on criticism of the Communist Party but also matters it deems sensitive and incongruous with the party's values and ideology. The rules have in the past led to the censorship of what might appear to some to be innocuous images, such as women's cleavage and men modeling in lingerie as a gimmick on social media to boost sales.",0
Xi's Surprise Shake-Up Exposes Problems at Top of China's Nuclear Force,"The Chinese leader's replacement of two commanders has fanned speculation about corruption or failings in the force that manages China's nuclear missiles. In the years since China's leader, Xi Jinping, transformed the People's Liberation Army, one of his crowning creations has been the Rocket Force, the custodian of China's expanding nuclear arsenal. The force, with its array of missiles and launch silos, embodied Mr. Xi's ambitions to elevate his country as a respected, and feared, great power ready to counter American supremacy in the region. But this week, Mr. Xi abruptly replaced the Rocket Force's two top commanders with outsiders with no experience in the nuclear force. It was the highest-level upheaval in China's military in over five years. The move comes as China is also dealing with questions about the fate of its former foreign minister, Qin Gang, who disappeared from public view in late June before being replaced without explanation. The shake-up in the rocket force indicated that the force's expansion has been accompanied by serious problems in its top ranks. Suspicions of corruption or disloyalty to Mr. Xi may slow or complicate China's upgrade of its conventional and nuclear missiles, several experts said. I imagine this could disrupt the modernization, said David C. Logan, an assistant professor at the Fletcher School of Tufts University who studies the Rocket Force and China's nuclear weapons modernization. Instability at senior levels is never good when you re carrying out large-scale changes, and the shifts taking place in the Rocket Force are significant. Plus, its senior leadership now appears to have little relevant experience with the missile forces. The reasons for the removal of the former commanders of the Chinese rocket force General Li Yuchao and his deputy, General Liu Guangbin are unclear. The force is extremely tight-lipped, even for the opaque Chinese military. The two men have not appeared in official media reports for months. Their absence has set off a flurry of speculation, including rumors that one or both were recruited as spies, and allegations of corruption which were reported last week in the South China Morning Post, a Hong Kong newspaper. Several analysts said that graft involving the force's big spending on missiles, silos and technology seemed the most plausible cause for the downfall of the two leaders. There is a lot of money going to the People's Liberation Army Rocket Force right now as they built up their infrastructure, particularly their nuclear silos, said Matt Bruzzese, an analyst at BluePath Labs, a consultancy firm in Washington, who wrote a recent study of the Rocket Force. Historically, contracting has been one major avenue for P.L.A. corruption. ",0
Xi Rebuilt the Military to His Liking. Now a Shake-Up Threatens Its Image,"Xi Jinping, China's leader, set out to clean up the military a decade ago. But now his crown jewel, the missile force, is under a shadow. As Xi Jinping has entrenched his hold on power in China, he has likened himself to a physician, eradicating the toxins of corruption and disloyalty that threaten the rule of the Communist Party. And his signature project for over a decade has been bringing to heel the once extravagantly corrupt military leadership. But recent upheavals at high levels of the People's Liberation Army forces suggest that Mr. Xi's cure has not endured. Last week, he abruptly replaced two top generals in the Rocket Force, an unexplained shake-up that suggests suspicions of graft or other misconduct in the sensitive arm of the military that manages conventional and nuclear missiles. Obviously, something has gone wrong in the system, which is probably related to discipline and corruption, said Andrew N.D. Yang, an expert on the Chinese military who was formerly a senior Taiwanese defense official. It's like a virus in the system that has come back. It's a deep-rooted problem, and it has survived in the system.îA scandal involving the top brass of the armed forces would be a setback for Mr. Xi, who has taken pride in turning the 98 million-strong Communist Party and the Chinese military into unquestioning enforcers of his rule. Days before the generals were ousted, Mr. Xi removed the foreign minister, Qin Gang, another troublesome dismissal for Mr. Xi, who had elevated Mr. Qin as a trusted enforcer of his policies. The signs of misconduct are likely to reinforce Mr. Xi's conviction that China's officials can be kept from straying only with intense scrutiny and pressure from above. That strategy includes subjecting cadres to constant inspections by party investigators; campaigns to instill loyalty to the Communist Party and to Mr. Xi; and to dismissals and arrests. In Mr. Xi's view, you never get to the point where the danger recedes, said Joseph Torigian, an assistant professor at American University in Washington who studies elite politics in China. Even when you have an absolutely dominant leader, that doesn t mean you don t have churn in the system. ",0
Xi calls on Zhejiang to write new chapter in advancing Chinese modernization,"President Xi Jinping has urged east China's Zhejiang Province to strive toward writing a new chapter in advancing Chinese modernization. Xi, also general secretary of the Communist Party of China (CPC) Central Committee and chairman of the Central Military Commission, made the remarks during his inspection of Zhejiang from Sept. 20 to 21. Xi called on the province to focus on building a demonstration zone for common prosperity and turning itself into a key example showcasing the strengths of socialism with Chinese characteristics in the new era. During his trip, Xi visited cities including Jinhua and Shaoxing, where he inspected places including the countryside, a trade market, an exhibition hall and a culture park. On his way back to Beijing, Xi also visited Zaozhuang City in east China's Shandong Province. On the morning of Sept. 20, Xi inspected Lizu Village in Jinhua. There, he was delighted to learn that the annual per capita income of the village had reached 52,000 yuan. Lizu Village has achieved solid progress in promoting common prosperity, Xi noted, expressing hopes that the village will make further efforts and achieve more results in advancing rural revitalization. ""There is much to be explored and plenty of things to be done in advancing rural revitalization,"" Xi told villagers who were sending him off when he was about to leave Lizu, urging them to strive to create a better future of common prosperity. Later, Xi visited the Yiwu International Trade Market in Jinhua, where he learned about the operation of the market and the China-Europe freight trains. Xi urged the trade market to contribute more to expanding markets at home and abroad as well as to smoothening domestic and international economic flows. On the afternoon of Sept. 20, Xi visited the town of Fengqiao in Zhuji, which is known since the 1960s for the ""Fengqiao model"" that promotes community-level social governance. After learning about how this social governance model has been practiced in the new era, Xi emphasized the importance of appropriately handling disputes among the people and resolving problems at the community level. Xi later visited a canal culture park located in Shaoxing. He stressed that the Grand Canal is the world's longest artificial waterway, and the culture related to the canal is an important part of the fine traditional Chinese culture and demands proper protection, inheritance and utilization. On Sept. 21, Xi was briefed about the work of the CPC provincial committee and the provincial government of Zhejiang. He acknowledged the achievements that Zhejiang has made in various fields and made further instructions for the province.",1
China-Arab States Expo yields fruitful results,"Economic and trade cooperation has been highlighted at the four-day 6th China-Arab States Expo, held in Yinchuan, capital of northwest China's Ningxia Hui Autonomous Region, with over 400 cooperation projects signed. Planned investment and trade for these projects will amount to 170.97 billion yuan. The total number of attendees and exhibitors at the expo this year exceeded 11,200, which is a new record for this event. Attendees and exhibitors included scholars and institution and enterprise representatives. As the Guest Country of Honor at this expo, Saudi Arabia sent a delegation of over 150 economic and trade representatives to attend and exhibit. They concluded 15 cooperation projects, worth a total of 12.4 billion yuan. This year's expo featured trade fairs and forums on trade and investment, modern agriculture, cross-border trade, cultural tourism, health, water resources utilization, and meteorological cooperation. The offline exhibition area at the expo was nearly 40,000 square meters, and nearly 1,000 domestic and foreign enterprises participated in the exhibition. First held in 2013, the China-Arab States Expo has become an important platform for China and Arab states to promote pragmatic cooperation and advance high-quality Belt and Road cooperation. China is now the Arab states' largest trading partner. China-Arab trade volume almost doubled from the 2012 level to 431.4 billion U.S. dollars last year. In the first half of this year, trade between China and the Arab states reached 199.9 billion dollars. ",1
"Xi calls for promoting peace, solidarity, inclusiveness through sports","Chinese President Xi Jinping called for promoting peace, solidarity and inclusiveness through sports at a welcoming banquet ahead of the opening ceremony of the 19th Asian Games on Saturday. As members of a community with a shared future, Asian countries should adhere to good neighborliness and mutual benefit, reject the Cold War mentality and camp-based confrontation, and make Asia an anchor for world peace, Xi said when addressing the banquet in the eastern Chinese city of Hangzhou. On solidarity, Xi said as humanity is faced with unprecedented global challenges, Asian people must seize historic opportunities and work together to tackle these challenges so that Asia can embark on a broader path of common development, openness and integration. On inclusiveness, Xi said the Asian Games, with many unique sporting events of Asia, offers a stage where sports and cultures enrich each other, and vividly shows how Asian cultures learn form one another and beam with vitality. He stressed the efforts to promote inclusiveness through sports, enhance confidence in Asian civilizations, uphold communication and mutual learning, and add new glory to Asian civilizations.",1
China accelerates efforts to protect young internet users,"The thriving internet industry has exposed a rising number of young users to diverse content via short videos, digital games, and many mobile apps. To enhance minors' digital literacy and shield them from harmful content, China has introduced a dedicated chapter in its revised minor protection law. Since 2020, over 20 pieces of legislation, regulations, and policy documents have directly addressed the issue. Moreover, both the Ministry of Justice and the Cyberspace Administration of China have sought public feedback on multiple occasions about the forthcoming regulation aimed at enhancing online protection for minors. The draft regulation was approved by the State Council on Sept. 20, 2023. Here, China.org.cn explores the evolving patterns of minors' internet usage in China over recent years and delves deeper into associated laws, as well as highlights from the forthcoming regulation for the online protection of minors.",1
Mainland urges Taiwan firms to cooperate with anti-dumping measure on polycarbonate imports,"A mainland spokesperson on Wednesday called on Taiwan enterprises involved in the mainland's anti-dumping measure on polycarbonate imports from the island to actively cooperate with the measure. Zhu Fenglian, a spokesperson for China's State Council Taiwan Affairs Office, made the remarks in response to a media query on the topic. Zhu urged Taiwan enterprises involved to tap into the mainland market in accordance with laws and regulations. Last year, the Ministry of Commerce (MOC) launched an anti-dumping investigation into polycarbonate imports from the Taiwan region. The MOC on Monday announced that polycarbonate imports from Taiwan have been tied to dumping activities, and that it would collect security deposits for relevant imports from Taiwan starting Tuesday as an anti-dumping measure. Zhu said the anti-dumping investigation was a normal investigation. She noted that relevant government departments will carry out further investigations and make a final determination in a fair and just manner and in accordance with laws and regulations.",1
Plan targets a high-speed rail line from Beijing to Taiwan by 2035,"The technical capabilities for the construction of a high-speed passage between Fujian province on the Chinese mainland and the Taiwan region are already in place, a senior official said on Thursday. Cong Liang, deputy head of the National Development and Reform Commission, said joint efforts will be made to realize the shared dream of people on both sides of the Strait being able to travel across the sea on high-speed trains as soon as possible. He made the remarks at a news conference in Beijing while explaining a circular released on Tuesday on making Fujian province a demonstration zone for integrated development across the Strait. Cong said once cross-Strait infrastructure connectivity is ready, more goods from Taiwan will be able to reach the Eurasian market via the China-Europe cargo railway services and other transportation means. In recent years, Fujian has promoted the construction of traffic infrastructure with a comprehensive transportation network. This makes it technically possible to build a high-speed transport passage linking the province with Taiwan, Cong said. ""It lays a solid foundation for promoting infrastructure connectivity across the Taiwan Strait,"" he added According to the National Highway Network Plan issued last year, an expressway and a high-speed railway connecting Beijing to Taiwan, passing through Fuzhou, Fujian, will be completed by 2035. Cong also said efforts will be made to deepen the integrated development of the city of Xiamen in Fujian and Kinmen, an outlying island located adjacent to Xiamen, including the acceleration of gas, electricity and transportation links between the two as an example of cross-Strait integration. Kinmen residents in Xiamen will enjoy the same treatment as local residents and Kinmen, despite being controlled by Taiwan, will be allowed to access Xiamen's airport. Tsao Yuan-chang, a former ""lawmaker"" from Taiwan who currently lives in Xiamen, said these integration policies benefit residents in Kinmen very much, and if a bridge between Xiamen and Kinmen can be built, a convenient life circle will be achieved for residents. Daily life and trade in Kinmen are closely related to Fujian, so the people on Kinmen have more affection for Fujian and even for the whole mainland, which can be seen from them having the highest proportion of people in favor of reunification, he said. Every year, more than 200 grassroots exchanges are held in Fujian, focusing on kinship, marriage ties, folk beliefs and historical culture. Tens of thousands of Taiwan people have started businesses, studied and settled in Fujian, according to Luo Dongchuan, Fujian's deputy Party chief.",1
